ident,le_ident,he_ident,length_ft,width_ft,surface,lighted,closed,le_lat,le_lon,he_lat,he_lon,le_heading
KEGE,08,26,5013,60,Asphalt,0,1,39.6447,-106.9230,39.6447,-106.9060,90
KEGI,18,36,8025,150,Asphalt,1,0,30.6613,-86.5227,30.6394,-86.5231,181
KEGI,180,360,3500,60,Asphalt,0,1,,,,,
KEGQ,04,22,2537,120,Grass,0,0,43.0979,-94.7072,43.1027,-94.7007,45
KEGQ,13,31,3401,60,Concrete,1,0,43.1071,-94.7117,43.1004,-94.7029,137
KEGQ,17,35,2157,150,Grass,0,0,43.1040,-94.7019,43.0980,-94.7019,180
KEGT,18,36,5201,100,Concrete,1,0,37.3294,-97.3884,37.3179,-97.3883,179
KEGV,04,22,5000,76,Asphalt,1,0,45.9270,-89.2761,45.9366,-89.2621,45
KEGV,13,31,3400,60,Asphalt,1,0,45.9363,-89.2721,45.9300,-89.2622,132
KEHA,04,22,4900,60,Asphalt,1,0,36.9951,-101.8840,37.0041,-101.8720,48
KEHA,17,35,4907,75,Asphalt,1,0,37.0086,-101.8820,36.9952,-101.8820,179
KEHO,05,23,5001,100,Asphalt,1,0,35.2502,-81.6073,35.2600,-81.5946,47
KEHR,09,27,7095,100,Asphalt,1,0,37.8076,-87.6952,37.8081,-87.6762,88
KEIK,09,27,2250,50,Asphalt,0,1,40.0110,-105.0520,40.0094,-105.0440,105
KEIK,16,34,4700,60,Concrete,1,0,40.0165,-105.0500,40.0039,-105.0460,167
KEIW,18,36,3200,60,Asphalt,1,0,36.5397,-89.5997,36.5309,-89.5997,180
KEKA,07,25,2028,50,Asphalt,0,1,40.8052,-124.1220,40.8063,-124.1150,78
KEKA,12,30,3011,75,Asphalt,1,0,40.8063,-124.1170,40.8005,-124.1090,135
KEKM,08,26,2480,250,Gravel,0,0,,,,,75
KEKM,09,27,6500,120,Asphalt,1,0,41.7209,-86.0194,41.7209,-85.9956,90
KEKM,18,36,3999,75,Asphalt,1,0,41.7223,-85.9933,41.7114,-85.9912,172
KEKN,05,23,4501,75,Asphalt,1,0,38.8850,-79.8628,38.8946,-79.8529,39
KEKN,14,32,4544,140,Asphalt,0,0,38.8930,-79.8626,38.8852,-79.8502,129
KEKO,06,24,7214,150,Asphalt,1,0,40.8191,-115.8056,40.8265,-115.7806,69
KEKO,12,30,3015,60,Asphalt,0,0,40.8334,-115.7909,40.8278,-115.7835,134
KEKQ,03,21,4000,75,Asphalt,1,0,36.8508,-84.8601,36.8597,-84.8521,36
KEKS,16,34,7600,100,Asphalt,1,0,45.2782,-111.6490,45.2653,-111.6480,177
KEKX,05,23,6001,100,Asphalt,1,0,37.6804,-85.9326,37.6917,-85.9175,47
KEKY,05,23,6007,100,Asphalt,1,0,33.3078,-86.9330,33.3179,-86.9188,50
KELA,17,35,4280,60,Asphalt,1,0,29.6058,-96.3230,29.5955,-96.3212,171
KELD,04,22,6601,150,Asphalt,1,0,33.2139,-92.8188,33.2266,-92.8033,46
KELD,13,31,5100,100,Concrete,0,1,33.2276,-92.8185,33.2175,-92.8069,136
KELD,17,35,3733,75,Concrete,0,1,33.2253,-92.8180,33.2150,-92.8182,181
KELK,17,35,5399,75,Concrete,1,0,35.4382,-99.3942,35.4234,-99.3943,180
KELM,05,23,2016,150,Grass,0,0,42.1604,-76.8904,42.1639,-76.8846,50
KELM,06,24,8001,150,Asphalt,1,0,42.1547,-76.9016,42.1669,-76.8818,50
KELM,10,28,5404,150,Asphalt,1,0,42.1578,-76.9029,42.1580,-76.8830,89
KELN,07,25,5590,150,Asphalt,0,1,47.0314,-120.5430,47.0319,-120.5210,88
KELN,11,29,4300,150,Concrete,1,0,47.0389,-120.5350,47.0308,-120.5230,133
KELO,12,30,5596,100,Asphalt,1,0,47.8284,-91.8406,47.8207,-91.8208,120
KELP,04,22,12020,150,Asphalt,1,0,31.8015,-106.4000,31.8228,-106.3700,50
KELP,08L,26R,5499,75,Asphalt,1,0,31.8057,-106.3700,31.8062,-106.3520,88
KELP,08R,26L,9025,150,Asphalt,1,0,31.8022,-106.3920,31.8008,-106.3630,93
KELY,12,30,4825,60,Asphalt,1,0,39.3034,-114.8520,39.2929,-114.8410,141
KELY,18,36,6017,150,Asphalt,1,0,39.3088,-114.8360,39.2928,-114.8410,194
KELZ,10,28,5300,100,Asphalt,1,0,42.1094,-77.9997,42.1096,-77.9802,90
KEMM,04,22,2671,60,Concrete,1,0,41.8230,-110.5610,41.8276,-110.5530,54
KEMM,10,28,3271,60,Gravel,0,0,41.8306,-110.5610,41.8261,-110.5510,121
KEMM,16,34,8203,75,Asphalt,1,0,41.8331,-110.5590,41.8108,-110.5560,174
KEMP,01,19,5005,100,Asphalt,1,0,38.3254,-96.1930,38.3388,-96.1894,12
KEMP,06,24,3881,300,Grass,0,0,38.3261,-96.1946,38.3310,-96.1821,64
KEMT,01,19,3995,75,Asphalt,1,0,34.0810,-118.0377,34.0910,-118.0320,25
KEMV,16,34,5010,100,Asphalt,1,0,36.6926,-77.4877,36.6811,-77.4782,147
KEND,13,31,4971,150,Permeable,0,1,36.3425,-97.9231,36.3329,-97.9112,135
KEND,17C,35C,9217,150,Permeable,1,0,36.3555,-97.9146,36.3303,-97.9147,180
KEND,17L,35R,5024,150,Concrete,1,0,36.3470,-97.9110,36.3331,-97.9110,180
KEND,17R,35L,9217,150,Permeable,1,0,36.3492,-97.9232,36.3239,-97.9232,180
KENL,09,27,3300,60,Asphalt,1,0,38.5152,-89.0960,38.5157,-89.0845,87
KENL,18,36,5001,75,Asphalt,1,0,38.5217,-89.0916,38.5080,-89.0918,181
KENV,08,26,10002,150,Asphalt,1,0,40.7189,-114.0430,40.7190,-114.0150,90
KENV,12,30,8002,100,Asphalt,1,0,40.7262,-114.0430,40.7107,-114.0230,135
KENW,07L,25R,6600,100,Concrete,1,0,42.5930,-87.9417,42.5997,-87.9234,64
KENW,07R,25L,3302,75,ASPH-CONC-F,1,0,42.5909,-87.9281,42.5949,-87.9171,64
KENW,15,33,4440,100,Concrete,1,0,42.6019,-87.9307,42.5921,-87.9209,144
KEOE,04,22,4001,75,Asphalt,1,0,34.3054,-81.6432,34.3131,-81.6362,37
KEOK,08,26,5500,100,Concrete,1,0,40.4596,-91.4361,40.4607,-91.4164,86
KEOK,14,32,3576,100,Concrete,1,0,40.4633,-91.4360,40.4556,-91.4281,142
KEOP,07,25,4899,75,Asphalt,1,0,39.1638,-82.9358,39.1701,-82.9205,62
KEOS,01,19,5001,100,Asphalt,1,0,36.8041,-94.3935,36.8175,-94.3899,12
KEPH,03,21,5500,75,Asphalt,0,0,47.3059,-119.5220,47.3169,-119.5070,43
KEPH,04,22,3467,150,Asphalt,0,0,47.3067,-119.5250,47.3137,-119.5150,42
KEPH,11,29,3843,60,Concrete,1,0,47.3046,-119.5240,47.2982,-119.5120,128
KEPH,16,34,6630,150,Asphalt,0,1,47.3164,-119.5110,47.2983,-119.5110,180
KEPM,14,32,4002,75,Asphalt,1,0,44.9134,-67.0189,44.9069,-67.0065,127
KEQA,04,22,4204,75,Asphalt,1,0,37.7702,-96.8231,37.7786,-96.8131,43
KEQA,15,33,4200,75,Concrete,1,0,37.7792,-96.8198,37.7684,-96.8145,159
KEQY,05,23,7001,100,Asphalt,1,0,35.0137,-80.6269,35.0240,-80.6135,47
KERI,02,20,3508,150,Asphalt,1,0,42.0776,-80.1802,42.0871,-80.1780,10
KERI,06,24,8420,150,Asphalt,1,0,42.0766,-80.1844,42.0870,-80.1649,54
KERR,15,33,3600,60,Gravel,0,0,,,,,
KERV,03,21,3597,58,Asphalt,1,0,29.9774,-99.0906,29.9867,-99.0837,33
KERV,12,30,6004,100,Asphalt,1,0,29.9785,-99.0919,29.9678,-99.0775,131
KERY,04,22,2856,150,Grass,0,0,46.3042,-85.4568,46.3108,-85.4504,34
KERY,11,29,4304,75,Asphalt,1,0,46.3157,-85.4678,46.3116,-85.4519,110
KESC,01,19,5016,100,Asphalt,1,0,45.7184,-87.0867,45.7321,-87.0864,1
KESC,10,28,6498,150,Asphalt,1,0,45.7208,-87.1120,45.7205,-87.0865,91
KESF,09,27,5998,150,Asphalt,1,0,31.3944,-92.3060,31.3942,-92.2868,91
KESF,14,32,5600,150,Asphalt,1,0,31.4018,-92.3003,31.3892,-92.2900,145
KESN,04,22,5500,100,Asphalt,1,0,38.7974,-76.0720,38.8104,-76.0622,31
KESN,15,33,4003,100,Asphalt,1,0,38.8086,-76.0764,38.8005,-76.0669,138
KEST,06,24,2989,90,Gravel,0,0,43.4048,-94.7517,43.4072,-94.7410,73
KEST,16,34,4797,75,Concrete,1,0,43.4147,-94.7483,43.4018,-94.7450,170
KESW,09,27,2640,100,Turf,0,0,47.2559,-121.1900,47.2525,-121.1810,
KETB,06,24,3898,75,Asphalt,1,0,43.4200,-88.1342,43.4255,-88.1217,59
KETB,13,31,4494,75,Asphalt,1,0,43.4254,-88.1347,43.4180,-88.1211,127
KETC,09,27,3999,60,Asphalt,1,0,35.9367,-77.5532,35.9379,-77.5398,84
KETH,04,22,1919,175,Grass,0,0,45.7800,-96.5481,45.7826,-96.5416,60
KETH,16,34,3298,75,Asphalt,1,0,45.7843,-96.5445,45.7756,-96.5410,164
KETN,17,35,5000,60,Asphalt,1,0,32.4191,-98.8095,32.4080,-98.8100,182
KEUF,18,36,5000,100,Asphalt,1,0,31.9582,-85.1284,31.9445,-85.1294,184
KEUG,03,21,5228,150,Asphalt,0,1,44.1165,-123.2250,44.1263,-123.2110,47
KEUG,16L,34R,6000,150,Asphalt,1,0,44.1330,-123.2030,44.1165,-123.2020,179
KEUG,16R,34L,8009,150,Asphalt,1,0,44.1354,-123.2190,44.1135,-123.2190,179
KEUL,12,30,5500,100,Asphalt,1,0,43.6472,-116.6430,43.6365,-116.6280,135
KEVB,02,20,4000,100,Asphalt,0,0,29.0490,-80.9497,29.0595,-80.9462,17
KEVB,07,25,5000,75,Asphalt,0,0,29.0549,-80.9580,29.0614,-80.9442,62
KEVB,11,29,4319,75,Asphalt,1,0,29.0559,-80.9537,29.0525,-80.9408,107
KEVM,05,23,2685,110,Grass,0,0,47.4219,-92.5019,47.4267,-92.4933,51
KEVM,09,27,4000,75,Asphalt,1,0,47.4240,-92.5044,47.4231,-92.4875,94
KEVM,14,32,2050,100,Asphalt,1,0,47.4285,-92.5025,47.4233,-92.4959,139
KEVU,14,32,4600,75,Concrete,1,0,40.3587,-94.9210,40.3493,-94.9134,148
KEVV,04,22,8021,150,Asphalt,1,0,38.0306,-87.5359,38.0480,-87.5187,38
KEVV,09,27,3497,75,Asphalt,1,0,38.0383,-87.5388,38.0381,-87.5267,91
KEVV,18,36,6286,150,Asphalt,1,0,38.0460,-87.5341,38.0288,-87.5345,181
KEVW,05,23,7300,100,Asphalt,1,0,41.2708,-111.0470,41.2787,-111.0220,67
KEVW,05R,23L,7300,100,Asphalt,0,1,41.2710,-111.0440,41.2789,-111.0200,67
KEVY,11,29,3601,200,Gravel,1,0,39.5225,-75.7340,39.5212,-75.7214,98
KEVY,17,35,4488,65,Asphalt,1,0,39.5263,-75.7225,39.5144,-75.7184,165
KEWB,05,23,5400,150,Asphalt,1,0,41.6717,-70.9645,41.6824,-70.9531,38
KEWB,14,32,5002,75,Asphalt,1,0,41.6803,-70.9639,41.6718,-70.9496,129
KEWK,08,26,3501,60,Asphalt,1,0,38.0608,-97.2790,38.0606,-97.2668,91
KEWK,17,35,7003,100,Asphalt,1,0,38.0649,-97.2764,38.0457,-97.2764,180
KEWN,04,22,6452,150,Asphalt,1,0,35.0654,-77.0483,35.0796,-77.0380,31
KEWN,14,32,4001,150,Asphalt,0,0,35.0770,-77.0479,35.0703,-77.0373,128
KEWR,11,29,6725,150,Asphalt,1,0,40.7028,-74.1807,40.7012,-74.1565,95
KEWR,4L,22R,11000,150,Asphalt,1,0,40.6754,-74.1795,40.7026,-74.1622,26
KEWR,4R,22L,9999,150,Asphalt,1,0,40.6776,-74.1743,40.7023,-74.1585,26
KEXX,06,24,5004,100,Asphalt,1,0,35.7774,-80.3200,35.7819,-80.3041,71
KEYE,03,21,4200,75,Asphalt,1,0,39.8255,-86.2976,39.8359,-86.2912,25
KEYF,15,33,5006,75,Asphalt,1,0,34.6074,-78.5841,34.5962,-78.5744,144
KEYW,09,27,5076,100,Asphalt,1,0,24.5561,-81.7668,24.5562,-81.7523,89
KEZF,06,24,2902,100,Asphalt,1,0,38.2638,-77.4521,38.2689,-77.4455,45
KEZF,15,33,1300,100,Gravel,0,0,38.2700,-77.4519,38.2671,-77.4493,145
KEZI,01,19,3200,60,Asphalt,1,0,41.2026,-89.9625,41.2112,-89.9602,11
KEZI,09,27,4500,75,Asphalt,1,0,41.2041,-89.9738,41.2039,-89.9575,91
KEZM,02,20,6506,100,Asphalt,1,0,32.2078,-83.1315,32.2250,-83.1259,15
KEZS,12,30,3901,75,Asphalt,1,0,44.7894,-88.5667,44.7853,-88.5529,113
KEZS,17,35,2225,60,Asphalt,0,0,44.7902,-88.5615,44.7843,-88.5592,165
KEZS,ALL,WAY,12000,1000,Water,0,0,,,,,
KEZZ,17,35,4000,75,Concrete,1,0,39.7330,-94.2768,39.7221,-94.2754,175
KFAF,14,32,3025,75,Asphalt,1,0,37.1350,-76.6133,37.1299,-76.6046,128
KFAM,02,20,4323,75,Concrete,1,0,37.7559,-90.4314,37.7666,-90.4256,24
KFAR,09,27,6302,100,Concrete,1,0,46.9271,-96.8273,46.9270,-96.8021,90
KFAR,13,31,3801,75,Permeable,1,0,46.9141,-96.8215,46.9065,-96.8112,137
KFAR,18,36,9001,150,Concrete,1,0,46.9329,-96.8161,46.9082,-96.8164,180
KFAT,11L,29R,9539,150,Asphalt,1,0,36.7835,-119.7290,36.7688,-119.7040,125
KFAT,11R,29L,8008,150,Asphalt,1,0,36.7820,-119.7300,36.7705,-119.7100,125
KFAY,04,22,7709,150,Asphalt,1,0,34.9843,-78.8870,35.0025,-78.8737,31
KFAY,10,28,4801,150,Asphalt,1,0,34.9878,-78.8882,34.9876,-78.8721,91
KFBG,10,28,4121,100,Asphalt,1,0,35.1314,-78.9443,35.1323,-78.9288,86
KFBL,12,30,4257,75,Asphalt,1,0,44.3315,-93.3181,44.3244,-93.3051,127
KFBR,04,22,6404,75,Asphalt,1,0,41.3868,-110.4160,41.3970,-110.3970,54
KFBR,07,25,3520,50,Gravel,0,0,41.3947,-110.4110,41.3969,-110.3970,78
KFBY,11,29,2487,150,Gravel,0,0,40.1822,-97.1693,40.1789,-97.1617,120
KFBY,17,35,3700,75,Concrete,1,0,40.1880,-97.1692,40.1779,-97.1693,180
KFCH,12,30,3627,75,Asphalt,1,0,36.7350,-119.8254,36.7292,-119.8153,125
KFCH,12L,30R,3006,75,Asphalt,0,1,36.7350,-119.8230,36.7301,-119.8150,126
KFCH,12R,30L,3202,75,Asphalt,1,1,36.7347,-119.8250,36.7296,-119.8160,126
KFCI,15,33,5500,100,Asphalt,1,0,37.4123,-77.5308,37.4006,-77.5189,141
KFCM,10L,28R,3901,75,Asphalt,1,0,44.8295,-93.4639,44.8276,-93.4503,101
KFCM,10R,28L,5001,100,Asphalt,1,0,44.8284,-93.4661,44.8264,-93.4513,101
KFCM,18,36,2690,75,Asphalt,1,0,44.8289,-93.4544,44.8216,-93.4554,186
KFCS,13,31,4500,75,Asphalt,1,0,38.6830,-104.7620,38.6738,-104.7510,137
KFCT,5H,23H,1602,50,Asphalt,1,0,46.6658,-120.4580,46.6681,-120.4510,65
KFCY,18,36,3014,50,Asphalt,1,0,34.9461,-90.7749,34.9379,-90.7751,181
KFDK,05,23,5819,100,Asphalt,1,0,39.4096,-77.3804,39.4205,-77.3684,40
KFDK,12,30,3599,75,Asphalt,1,0,39.4234,-77.3798,39.4191,-77.3684,116
KFDR,03,21,4812,60,Concrete,0,0,34.3463,-98.9881,34.3557,-98.9772,44
KFDR,08,26,4319,150,Concrete,0,1,34.3438,-98.9893,34.3438,-98.9750,90
KFDR,12,30,4578,75,Concrete,0,0,34.3583,-98.9878,34.3494,-98.9772,135
KFDR,17,35,6099,150,Asphalt,0,0,34.3606,-98.9893,34.3438,-98.9893,180
KFDR,17L,35R,3180,50,Concrete,0,0,34.3553,-98.9772,34.3466,-98.9772,180
KFDR,17R,35L,6000,150,Asphalt,1,1,34.3603,-98.9893,34.3438,-98.9893,180
KFDW,04,22,5243,100,Asphalt,1,0,34.3101,-81.1139,34.3209,-81.1037,38
KFDY,07,25,5883,100,Asphalt,1,0,41.0114,-83.6812,41.0173,-83.6613,69
KFDY,18,36,6499,100,Asphalt,1,0,41.0188,-83.6661,41.0010,-83.6663,180
KFEP,06,24,5504,100,Asphalt,1,0,42.2399,-89.5901,42.2491,-89.5736,53
KFEP,13,31,2285,150,Grass,0,0,42.2508,-89.5846,42.2471,-89.5778,126
KFEP,18,36,2404,150,Grass,0,0,42.2510,-89.5831,42.2442,-89.5829,179
KFET,01,19,2444,50,Asphalt,0,1,41.4441,-96.5162,41.4507,-96.5145,11
KFET,14,32,6353,100,ASPH-CONC-G,0,0,41.4558,-96.5287,41.4441,-96.5161,141
KFFA,03,21,3000,60,Asphalt,0,0,36.0146,-75.6735,36.0221,-75.6693,24
KFFC,13,31,5768,100,Asphalt,1,0,33.3617,-84.5785,33.3528,-84.5651,128
KFFL,08,26,2505,140,Gravel,0,0,41.0533,-91.9869,41.0538,-91.9780,86
KFFL,18,36,5503,100,Asphalt,1,0,41.0590,-91.9816,41.0480,-91.9815,180
KFFM,13,31,5639,100,Asphalt,1,0,46.2893,-96.1623,46.2787,-96.1460,133
KFFM,17,35,3299,75,Asphalt,1,0,46.2896,-96.1611,46.2805,-96.1610,179
KFFO,05L,23R,12600,300,Permeable,1,0,39.8149,-84.0651,39.8376,-84.0313,49
KFFO,05R,23L,7000,150,Asphalt,1,0,39.8191,-84.0517,39.8318,-84.0329,49
KFFT,07,25,5006,100,Asphalt,1,0,38.1795,-84.9125,38.1855,-84.8969,64
KFFX,01,19,6501,100,Asphalt,1,0,43.4280,-85.9964,43.4458,-85.9966,360
KFFX,10,28,3502,75,Asphalt,1,0,43.4439,-85.9984,43.4437,-85.9852,91
KFFZ,04L,22R,3799,75,Asphalt,1,0,33.4583,-111.7342,33.4648,-111.7245,51
KFFZ,04R,22L,5100,100,Asphalt,1,0,33.4559,-111.7340,33.4647,-111.7210,51
KFGU,03,21,4986,75,Asphalt,1,0,35.0400,-85.0198,35.0513,-85.0120,30
KFGX,07,25,5002,100,Asphalt,1,0,38.5392,-83.7514,38.5445,-83.7353,67
KFHR,16,34,3402,75,Asphalt,1,0,48.5266,-123.0250,48.5173,-123.0240,177
KFHU,03,21,4285,75,Permeable,1,0,31.5862,-110.3490,31.5956,-110.3410,37
KFHU,08,26,12001,150,Concrete,1,0,31.5876,-110.3670,31.5876,-110.3290,90
KFHU,12,30,5366,100,Permeable,1,0,31.5929,-110.3430,31.5841,-110.3290,127
KFIG,12,30,4499,75,Asphalt,1,0,41.0506,-78.4208,41.0466,-78.4054,109
KFIT,02,20,3504,75,Asphalt,0,1,42.5497,-71.7600,42.5592,-71.7581,8
KFIT,14,32,5001,100,Asphalt,1,0,42.5577,-71.7654,42.5500,-71.7523,129
KFKA,11,29,4001,75,Asphalt,1,0,43.6783,-92.1871,43.6750,-92.1727,108
KFKL,03,21,5200,150,Asphalt,1,0,41.3701,-79.8633,41.3837,-79.8577,17
KFKL,12,30,3593,100,Asphalt,1,0,41.3806,-79.8666,41.3779,-79.8537,106
KFKN,09,27,4977,100,Asphalt,1,0,36.6992,-76.9105,36.7014,-76.8940,81
KFKN,14,32,4098,100,Concrete,0,1,36.6996,-76.9105,36.6912,-76.9012,138
KFKR,04,22,2527,70,Asphalt,1,0,40.2720,-86.5691,40.2778,-86.5640,34
KFKR,09,27,5000,75,Asphalt,1,0,40.2727,-86.5689,40.2727,-86.5510,90
KFKS,15,33,4050,75,Asphalt,1,0,44.6294,-86.2059,44.6210,-86.1958,139
KFLD,09,27,3604,75,Asphalt,1,0,43.7716,-88.4989,43.7713,-88.4853,92
KFLD,18,36,5941,100,Asphalt,1,0,43.7791,-88.4862,43.7628,-88.4862,180
KFLG,03,21,8800,150,Asphalt,1,0,35.1312,-111.6790,35.1457,-111.6640,41
KFLL,10L,28R,9000,150,Asphalt,1,0,26.0769,-80.1665,26.0768,-80.1391,90
KFLL,10R,28L,8000,150,Asphalt,1,0,26.0659,-80.1583,26.0657,-80.1340,90
KFLO,01,19,6000,150,Asphalt,1,0,34.1761,-79.7248,34.1925,-79.7243,2
KFLO,09,27,6502,150,Asphalt,1,0,34.1853,-79.7339,34.1874,-79.7126,84
KFLP,04,22,5001,75,Asphalt,1,0,36.2866,-92.5969,36.2952,-92.5836,51
KFLR,XX,XX,1460,67,Concrete,0,1,,,,,41
KFLV,16,34,5318,102,Permeable,1,0,39.3759,-94.9184,39.3607,-94.9110,159
KFLX,03,21,5705,75,Asphalt,1,0,39.4944,-118.7570,39.5047,-118.7410,49
KFLX,13,31,3581,60,Gravel,0,0,39.5032,-118.7530,39.4937,-118.7440,146
KFME,10,28,3000,75,Asphalt,1,0,39.0855,-76.7648,39.0850,-76.7543,94
KFMH,05,23,8000,150,Permeable,1,0,41.6500,-70.5306,41.6671,-70.5122,38
KFMH,14,32,9501,150,Permeable,1,0,41.6673,-70.5388,41.6515,-70.5112,127
KFMM,08,26,2468,100,Gravel,0,0,40.3328,-103.8100,40.3328,-103.8010,90
KFMM,14,32,5731,75,Concrete,1,0,40.3410,-103.8100,40.3284,-103.8010,152
KFMM,17,35,5216,80,Gravel,0,0,40.3389,-103.8010,40.3285,-103.8010,181
KFMN,05,23,6501,150,Asphalt,1,0,36.7373,-108.2410,36.7450,-108.2210,65
KFMN,07,25,6704,100,Asphalt,1,0,36.7411,-108.2400,36.7416,-108.2170,88
KFMY,05,23,6406,150,Asphalt,1,0,26.5800,-81.8711,26.5918,-81.8566,48
KFMY,13,31,4910,150,Asphalt,1,0,26.5919,-81.8682,26.5831,-81.8568,130
KFMZ,12,30,3021,60,Concrete,0,0,40.5854,-97.5799,40.5796,-97.5722,135
KFMZ,17,35,4317,75,Asphalt,1,0,40.5945,-97.5711,40.5827,-97.5711,180
KFNB,15,33,4000,75,Concrete,1,0,40.0835,-95.5957,40.0741,-95.5883,149
KFNL,06,24,2189,40,Asphalt,0,0,40.4528,-105.0120,40.4549,-105.0040,71
KFNL,15,33,8500,100,Asphalt,1,0,40.4623,-105.0170,40.4403,-105.0070,160
KFNT,09,27,7201,150,Asphalt,1,0,42.9690,-83.7598,42.9696,-83.7329,88
KFNT,18,36,7852,150,Asphalt,1,0,42.9727,-83.7435,42.9512,-83.7430,179
KFOA,03,21,5003,75,Asphalt,1,0,38.6583,-88.4571,38.6702,-88.4484,30
KFOA,15,33,2715,100,Gravel,0,0,38.6693,-88.4560,38.6631,-88.4509,147
KFOD,06,24,6547,150,Asphalt,1,0,42.5476,-94.2057,42.5552,-94.1837,65
KFOD,12,30,5301,100,Asphalt,1,0,42.5553,-94.1961,42.5466,-94.1804,127
KFOE,03,21,7002,150,Concrete,1,0,38.9404,-95.6731,38.9551,-95.6574,40
KFOE,13,31,12803,150,Concrete,1,0,38.9656,-95.6780,38.9398,-95.6474,137
KFOK,01,19,5100,150,Permeable,0,0,40.8349,-72.6370,40.8486,-72.6378,358
KFOK,06,24,9002,150,Permeable,1,0,40.8362,-72.6390,40.8545,-72.6170,42
KFOK,15,33,5002,150,Asphalt,1,0,40.8472,-72.6396,40.8379,-72.6263,133
KFOM,04,22,5040,75,Asphalt,1,0,38.9542,-112.3700,38.9624,-112.3560,53
KFOT,11,29,4004,100,Asphalt,1,0,40.5573,-124.1380,40.5506,-124.1270,127
KFOZ,15,33,3998,75,Asphalt,1,0,47.7866,-93.6533,47.7791,-93.6471,151
KFPK,03,21,3510,75,Concrete,1,0,42.5700,-84.8137,42.5790,-84.8091,21
KFPK,15,33,2298,95,Grass,0,0,42.5759,-84.8158,42.5710,-84.8103,145
KFPR,10R,28L,6492,150,Asphalt,1,0,27.4973,-80.3794,27.4971,-80.3594,90
KFPR,14,32,4755,100,Asphalt,1,0,27.4968,-80.3719,27.4875,-80.3616,135
KFQD,01,19,5000,100,Asphalt,1,0,35.4214,-81.9372,35.4347,-81.9328,15
KFRG,01,19,5517,150,Asphalt,1,0,40.7218,-73.4143,40.7369,-73.4146,359
KFRG,14,32,6833,150,Asphalt,1,0,40.7346,-73.4217,40.7220,-73.4035,132
KFRH,08,26,5500,100,Asphalt,1,0,38.5044,-86.6463,38.5081,-86.6276,76
KFRI,04,22,4503,100,Concrete,1,0,39.0487,-96.7707,39.0566,-96.7584,50
KFRI,18,36,4500,150,Concrete,0,1,39.0614,-96.7637,39.0491,-96.7652,185
KFRM,02,20,3301,75,Asphalt,1,0,43.6397,-94.4151,43.6477,-94.4093,28
KFRM,13,31,5505,100,Asphalt,1,0,43.6493,-94.4251,43.6388,-94.4102,134
KFRR,10,28,3008,75,Asphalt,1,0,38.9173,-78.2587,38.9177,-78.2481,87
KFSD,03,21,9000,150,Concrete,1,0,43.5726,-96.7537,43.5929,-96.7343,35
KFSD,09,27,3151,75,Concrete,1,0,43.5780,-96.7475,43.5760,-96.7360,103
KFSD,15,33,8000,150,Asphalt,1,0,43.5931,-96.7461,43.5732,-96.7333,155
KFSE,16,34,3502,75,Asphalt,1,0,47.5975,-95.7750,47.5881,-95.7719,168
KFSI,18,36,5002,150,Concrete,1,0,34.6567,-98.4022,34.6429,-98.4022,180
KFSK,18,36,4403,75,Asphalt,1,0,37.8044,-94.7694,37.7923,-94.7694,180
KFSM,01,19,5002,150,Asphalt,1,1,35.3323,-94.3693,35.3451,-94.3633,21
KFSM,07,25,8000,150,Asphalt,1,0,35.3336,-94.3814,35.3370,-94.3549,81
KFSO,01,19,3001,60,Asphalt,1,0,44.9362,-73.0969,44.9444,-73.0980,354
KFST,03,21,4400,60,Asphalt,1,0,30.9137,-102.9190,30.9234,-102.9100,37
KFST,07,25,4961,150,Grass,0,0,30.9152,-102.9170,30.9174,-102.9000,81
KFST,11,29,3348,100,Grass,0,0,30.9152,-102.9170,30.9086,-102.9070,128
KFST,12,30,7508,100,Asphalt,1,0,30.9201,-102.9270,30.9078,-102.9080,127
KFST,16,34,3981,150,Turf,0,0,30.9208,-102.9100,30.9100,-102.9080,171
KFSU,03,21,5800,75,Asphalt,1,0,34.4833,-104.2170,34.4944,-104.2040,45
KFSU,08,26,5250,60,Asphalt,1,0,34.4833,-104.2260,34.4833,-104.2080,90
KFSW,17,35,4000,75,Concrete,1,0,40.6645,-91.3294,40.6538,-91.3261,167
KFTG,08,26,8002,100,Asphalt,1,0,39.7940,-104.5650,39.7936,-104.5370,91
KFTG,17,35,8000,100,Asphalt,1,0,39.7856,-104.5240,39.7636,-104.5240,180
KFTG,18,36,4000,60,Asphalt,0,1,39.7954,-104.5680,39.7845,-104.5680,180
KFTK,05,23,1900,90,Asphalt,0,0,37.9068,-85.9709,37.9104,-85.9663,46
KFTK,09,27,4999,150,Permeable,0,1,37.9086,-85.9798,37.9070,-85.9626,97
KFTK,15,33,4853,75,Asphalt,1,0,37.9117,-85.9781,37.9003,-85.9692,148
KFTK,18,36,5184,150,Asphalt,1,0,37.9142,-85.9703,37.9000,-85.9693,177
KFTT,06,24,3203,60,Asphalt,0,0,38.8377,-92.0082,38.8424,-91.9988,57
KFTT,12,30,2488,100,Gravel,0,0,38.8416,-92.0090,38.8380,-92.0017,122
KFTT,18,36,4001,75,Concrete,1,0,38.8410,-91.9999,38.8300,-92.0003,182
KFTW,09,27,3677,100,Asphalt,0,1,32.8188,-97.3652,32.8171,-97.3534,100
